siteID,sitename,siteNumInCensus,year,established,ts_length,cov_hours,cov_visits,cov_times,cov_notes,area,richness,territories,terr_notes,weather
152,UPLAND OAK-RED MAPLE FOREST,351993.0,1993.0,1990.0,4,22.2,12,," (11 sunrise, 1 sunset); 15, 29, 31 May; 12, 18, 19, 20, 26, 29 June; 1, 7, 13 July.",10.1,25.0,81.0,321/40 ha,"Mean start temp, 175°C (range 8-23°C). May mean temperature (149°C) was slightly above normal (13.4°C).June mean temperature (189°C) was near normal (183°C), as was the July mean temperature (218°C; normal 21.4°C). May precipitation (2.9 cm) was much below normal (11.0 cm), as was the June precipitation (3.8 cm; normal 9.5 cm).July precipitation (10.6 cm) was slightly above normal (8.3 cm). Source: University of Rhode Island weather station, Kingston, RI."
105,VIRGIN HARDWOOD SWAMP FOREST,361993.0,1993.0,1979.0,7,17.8,10,," (8 sunrise); 3, 13, 17, 21, 27, 28, 31 May; 1, 3, 11 June.",8.9,20.0,138.0,620/40 ha,"Mean start temp., 193°C (range 16-24°C). Temperatures were normal. Rainfall for April through June was 18.4 cm below normal. The swamp water level dropped 99 cm during the 3-month period. Source: sanctuary records."
247,MATURE MAPLE-BEECH-BIRCH FOREST,371993.0,1993.0,1992.0,2,21.6,10,," (7 sunrise, 3 sunset); 17, 18, 19, 26, 27 May; 16, 17, 18, 22 June; 14 july.",10.2,13.0,78.0,306/ 40 ha,"Mean start temp., 139°C (range 10-21°C). Fog and leaf drip are frequent at this elevation and have some effect on detectability."
153,MESOPHYTIC FOREST I,381993.0,1993.0,1987.0,7,11.9,11,," (8 sunrise, 3 sunset); 23, 24, 25, 26, 29 May; I, 2, 7, 8, 9, 11 June.",6.1,17.0,55.0,361/40 ha,"Mean start temp, 149°C (range 3-26°C). Precipitation was below average, and temperatures were extremely variable during the study period."
16,MESOPHYTIC FOREST II,391993.0,1993.0,1983.0,8,12.9,11,," (8 sunrise, 3 sunset); 23, 24, 25, 26, 29 May; 1, 2, 7, 8, 9, 11 June.",6.1,17.0,63.0,413/40 ha,"Mean start temp., 15.1°C (range 4-24°C). Precipitation was below average, and temperatures were extremely variable during the study period."
251,PONDEROSA PINE FOREST,401993.0,1993.0,1954.0,28,20.8,12,," (6 sunrise); 14, 22, 29 April; 7, 14, 20 May; 1, 7, 13, 19, 30 June; 3 July.",8.1,18.0,39.0,193/40 ha,"Mean start temp., 155°C (range 6-24°C). There was 50% snow cover during the first visit."
275,LONGLEAF PINE FLATWOODS,411993.0,1993.0,1993.0,1,23.8,13,," (11 sunrise, 2 sunset); 22 March; 1, 7, 22, 29 April; 2, 5, 15, 23, 29 May; 4, ll, 12June.",12.0,17.0,34.5,115/40 ha,"Mean start temp, 169°C (range 8-30°C). The spring was drier than normal, and the ephemeral stream was dry early."
276,MATURE LONGLEAF PINE FOREST I,421993.0,1993.0,1993.0,1,20.5,10,," (10 sunrise); 28 April; 7, 11, 21 May; 8, 15, 25, 30 June; 16July; 2 August.",20.0,35.0,1270.0,254/40 ha,"Mean start temp., 19.7°C (range 13-23°C). Mean end temp, 25°C (range 18-29°C). All visits were conducted on mornings with little or no cloud cover and little or no wind."
277,MATURE LONGLEAF PINE FOREST II,431993.0,1993.0,1993.0,1,20.3,10,," (10 sunrise); 27, 30 April; 5, 12 May; 3, 14, 16, 22 June; 12, 29 July.",200.0,37.0,101.0,202/40 ha,"Mean start temp., 196°C (range 12-23°C). Mean end temp., 24°C (range 17-30°C). All Visits were conducted 0n mornings with skies clear to partly cloudy and little or no wind."
252,CEDAR FOREST,441993.0,1993.0,1992.0,2,23.0,11,," (8 sunrise, 3 sunset); 17, 20, 21, 31 May; 2, 4, 27, 28, 29 June.",123.0,27.0,39.5,128/40 ha,"Mean start temp., 146°C (range 11-21°C). Temperatures were cooler than in 1992. Precipitation was higher than in 1992."
253,OLD-GROWTH FOREST,451993.0,1993.0,1992.0,2,19.4,7,," (6 sunrise, 1 sunset); 28 May; 7, 11, 21 June; 3, 6, 7, july.",11.3,16.0,30.0,106/40 ha,"Mean start temp., 137°C (range 8-16°C). The weather was generally cooler and wetter than last year."
254,RIPARIAN FOREST,461993.0,1993.0,1991.0,3,21.5,11,," (10 sunrise, 1 sunset); 10, 11, 12, 18, 27, 29 May; 8, 9, 17, 21 June; 1 July.",103.0,28.0,55.0,214/40 ha,"Mean start temp, 100°C (range 3-19°C). Temperatures were cooler than in 1992. Precipitation was higher than in 1992."
117,HEAVILY THINNED WHITE SPRUCE PLANTATION,471993.0,1993.0,1985.0,9,24.8,13,," (11 sunrise); 14, 15, 17, 21, 24, 27, 28 May; 3, 8, 15, 23, 25 June; ljuly. Maximum number of observers/visit, 8.",4.1,24.0,35.0,341/40 ha,"Mean start temp., 82°C (range 6-10°C). The mean May temperature in Maine was 125°C; mean june temperature was 17.2°C. Both were above long-term averages. Precipitation for both months was also above the long-term average. Source: The Guillemot, newsletter of the Sorrento Scientific Society, Bar Harbor, ME."
155,MATURE RED SPRUCE FOREST,481993.0,1993.0,1989.0,5,24.0,8,," (8 sunrise); 28 May; 5, 13, 24, 28, 30 june; 7, 10 july.",16.0,30.0,65.5,164/ 40 ha,"Mean start temp., 114°C (range 5-19°C). Conditions during the six-week study period were slightly cooler and drier than long-term averages. The average daily temperature was 146°C or 1.1°C below normal. Total precipitation was 13.2 cm or 0.5 cm below the long-term average. Source: on-site instruments and the Northeast Regional Climate Center, Cornell University."
36,JACK PINE FOREST,491993.0,1993.0,1985.0,9,20.8,8,," (8 sunrise); 6, 10, 11, 12, 13, 18, 26, 27 June.",16.0,13.0,30.0,75/40 ha,"Mean start temp, 128°C (range 5-16°C)."
39,UPLAND CHRISTMAS TREE FARM,501993.0,1993.0,1983.0,11,19.5,10,," (1 sunset); 15 April; 2, 8, 15, 23, 30 june; 7, 14, 23 july; 7 August.",10.7,21.0,71.5,267/40 ha,"Mean start temp., 246°C (range 15-30°C). The average daily temperatures in May (12.9°C),June (203°C), and July (209°C) were above the 57-yr averages. Precipitation in May (3.23 cm) and July (500 cm) was near normal, butJune precipitation (6.35 cm) was twice the normal amount. Source: Alfred Cooperative Weather Station."
37,UPLAND SCOTCH PINE PLANTATION,511993.0,1993.0,1969.0,25,11.2,8,," (1 sunset); 7 April; 1, 7, 14, 23, 29 June; 6, 13_]uly.",9.3,25.0,46.0,198/40 ha,"Mean start temp, 239°C (range 13-32°C). See BBC #50 for summary."
210,WHITE PINE-WHITE CEDAR SAVANNAH,521993.0,1993.0,1973.0,5,91.8,,,,9.3,38.0,109.0,469/40 ha,"Mean start temp., 167°C (range 10-24°C). Mostly clear, warm, some fog, light and variable winds."
278,OLD-GROWTH WHITE PINE-HEMLOCK FOREST,531993.0,1993.0,1993.0,1,23.6,10,," (7 sunrise, 2 sunset); 17, 19, 21, 23, 26, 28 May; 3, 10, 15, l9]une. Maximum number of observers/visit, 3.",18.2,24.0,90.5,199/40 ha,"Mean start temp., 12.7°C (range 4-21°C). Temperature and precipitation departures, respectively, from the 30-yr means for: May, daily high -0.4°C, daily low -0.9°C, -6.3 cm;]une, daily high -1.3°C, daily low -0.8°C, -3.9 cm. Source: DuBois-Jefferson Co. Regional Airport."
157,MATURE WHITE PINE FOREST,541993.0,1993.0,1990.0,4,19.5,12,," (12 sunrise); 1, 2, 8, 9, 22, 23, 28, 31 May; 4, 5, 7, l2june.",10.1,23.0,77.5,307/40 ha,"Mean start temp., 7.9°C (range 5-15°C). Light rain during one visit. May mean temperature (149°C) was slightly above normal (134°C). June mean temperature (189°C) was near normal (183°C). May precipitation (2.9 cm) was much below normal (11.0 cm), as was the june precipitation (3.8 cm; normal 9.5 cm). Source: University of Rhode Island weather station, Kingston, RI."
279,LOBLOLLY PINE FOREST,551993.0,1993.0,1993.0,1,10.8,10,," (9 sunrise, 1 sunset); 5, 11, 18, 19, 20, 26 May; 3, 11, 17, 25 June.",12.2,14.0,21.0,69/ 40 ha,"Mean start temp., 188°C (range 15-22°C). Average daily temperatures were 21.1°C in May (normal is 225°C) and 256°C in June (normal is 257°C). For January through June, total precipitation was 1.32 cm above average; however, May and June totals were 9.22 cm below normal. Measurable precipitation was recorded on six days in May and seven in June. Source: SRTC Environmental Technology Section."
280,LOBLOLLY PINE PLANTATION,561993.0,1993.0,1993.0,1,6.3,6,," (3 sunrise, 3 sunset); 2, 5, 10, 20, 26 May; 3 june.",9.7,3.0,4.0,16/40 ha,"Mean start temp, 235°C (range 17-35°C). The mean temperature for May was 095°C below normal. The total rainfall during the study period was 4.85 cm below normal. Sources: US. National Weather Service, Augusta, and Silver Bluff Plantation Sanctuary rain gauge."
281,LONGLEAF-LOBLOLLY PINE FOREST,571993.0,1993.0,1993.0,1,19.4,10,," (5 sunrise, 5 sunset); 24, 28 April; 5, 8, 12, 23, 29, 30 May; 2, 3 June.",12.3,26.0,67.0,218/40 ha,"Mean start temp, 224°C (range (fr-32°C). The mean temperature for May was 095°C below normal. The total rainfall during the study period was 6.10 cm below normal. Sources: U.S. National Weather Service, Augusta, and Silver Bluff Plantation Sanctuary rain gauge."
256,LONGLEAF PINE FOREST,581993.0,1993.0,1992.0,2,25.0,11,," (9 sunrise, 2 sunset); 17, 18, 19, 20, 24, 27 May; 2, ll, 13, 14, 15june.",12.2,29.0,59.0,193/40 ha,"Mean start temp., 193°C (range 9-30°C). Average daily temperatures were 21.1°C in May (normal is 225°C) and 256°C in june (normal is 257°C). For january through June, total precipitation was 1.32 cm above average; however, May and June totals were 9.22 cm below normal. Measurable precipitation was recorded on six days in May and seven in June. Source: SRTC Environmental Technology Section."
257,HIGH ALTITUDE RED SPRUCE FOREST,591993.0,1993.0,1992.0,2,23.3,8,," (8 sunrise); 27 May; 2, 21, 23, 30 June; 1, 7, 22 July.",9.9,11.0,34.0,137/40 ha,"Mean start temp., 14.7°C (range 9-21°C)."
118,PINYON-JUNIPER WOODLAND,601993.0,1993.0,1983.0,11,26.2,9,," (9 sunrise); 7, 14, 21, 28 April; 5, 13, 19, 26 May; 2June.",31.3,14.0,28.0,36/40 ha,"Mean start temp., 100°C (range 1-17°C). The mean start temp. was 13°C colder than last year, but normal for the time of year. During three visits the wind increased so much that two of the visits could not be completed."
20,GRAZED OAK-PINE WOODLAND,611993.0,1993.0,1985.0,9,129.6,24,," (24 sunrise); 22, 23, 30, 31 March; 2, 5, 7, 8, 13, 14, 20, 21, 23, 26, 28, 30 April.",29.7,24.0,138.5,187/40 ha,"Mean start temp, 93°C (range 5-15°C). It was generally cool and breezy with no census days lost to rain. For the third year in a row it was a very wet spring, causing the intermittent streams, ponds, and wet meadows to have running water throughout the breeding season."
19,UNGRAZED OAK-PINE WOODLAND,621993.0,1993.0,1985.0,9,133.8,24,," (24 sunrise); 22, 23, 30, 31 March; 2, 5, 7, 8, 13, 14, 20, 21, 23, 26, 28, 30 April.",29.7,30.0,133.0,179/40 ha,"Mean start temp., 94°C (range 4-13°C). It was generally cool and breezy with no census days lost to rain. For the third year in a row it was a very wet spring, causing the intermittent streams, ponds, and wet meadows to have running water throughout the breeding season."
159,PONDEROSA PINE-SCRUB OAK FOREST,631993.0,1993.0,1980.0,13,13.0,10,," (10 sunrise); 28 May; 1, 4, 7, 9, 11, 14, 16, 18, 23 June. Maximum number of observers/Visit, 3.",12.0,21.0,138.0,460/40 ha,"Mean start temp., 10.1°C (range 3-21°C). Mean high and low temperatures for May were 19°C and 5°C (IO-yr averages are 18°C and 6°C). Total precipitation for May was 5.79 cm (IO-yr average is 2.23 cm). Mean high and low temperatures for June were 24°C and 8°C (IO-yr averages are 24°C and 10°C). Total precipitation for June was 6.40 cm (IO-yr average is 5.60 cm). Mean high and low temperatures for July were 27°C and 11°C (IO-yr averages are 27°C and 13°C). Total precipitation for july was 6.25 cm (IO-yr average is 6.25 cm). Source: base weather center, USAF Academy airfield."
282,CLIMAX HEMLOCK-WHITE PINE FOREST WITH TRANSITION,641993.0,1993.0,1965.0,27,15.3,9,," (3 sunrise, 3 sunset); 5, 6, May; 5, 6, 9, 16, 30 June.",10.5,40.0,122.5,467/40 ha,"Mean start temp., 180°C (range 10-25°C). The average minimum and maximum temperatures recorded at our weather station in both May (7°C, 23°C) and june (12°C, 26°C) were closer to our 9-yr averages than last year's low figures. Precipitation in May (2.2 cm) was the lowest we have recorded for this month in nine years, but in June (10.8 cm) it was about average."
283,MATURE BROADLEAF-CONIFEROUS FORESTED WETLAND,651993.0,1993.0,1991.0,3,23.0,10,," (10 sunrise); 6, 9, 15, 23, 26, 30 May; 5, 7, 12, 13june.",21.5,30.0,102.5,191/40 ha,"Mean start temp., 10.7°C (range 4-18°C). Temperatures in May were about 1°C above normal, in june they were almost exactly normal (-O.1°C). Precipitation in May was 47% of normal, 64% of which came on 31 May. Precipitation in June was 74% of normal."
110,UPLAND OAK AND HEMLOCK FOREST,661993.0,1993.0,1989.0,5,9.8,8,," (8 sunrise); 26, 29 May; 8, 11, 13, 19, 2], 23 June.",10.5,20.0,97.5,371/40 ha,"Mean start temp., 118°C (range 7-18°C). The mean start temp. was cooler than the mean of 15°C for the previous four censuses. The rainfall total of 8 cm for May and June was well below the mean of 18.3 cm for the previous four years."
108,YOUNG MIXED HARDWOOD-CONIFER STAND,671993.0,1993.0,1978.0,16,13.5,7,," (1 sunrise, 1 sunset); 5, 6 May; 7, 8, 9, 16, 30 june.",8.5,39.0,92.5,435/40 ha,"Mean start temp, 21.1°C (range 17-26°C). The average minimum and maximum temperatures recorded at our weather station in both May (7°C, 23°C) and june (12°C, 26°C) were closer to our 9yr averages than last year's low figures. Precipitation in May (2.2 cm) was the lowest we have recorded for this month in nine years, but in June (10.8 cm) it was about average."
284,LOWLAND MIXED FOREST AND FLOODPLAIN,681993.0,1993.0,1993.0,1,16.0,8,,"; 25, 28 May; 3, 12, 17, 26, 29 June; ljuly.",10.1,25.0,48.0,190/40 ha,No data provided.
285,UPLAND FOREST INTERIOR,691993.0,1993.0,1993.0,1,20.0,8,," (8 sunrise); 27 May; 2, 5, 15, 19, 24, 30 June.",10.1,24.0,63.0,250/40 ha,NO data provided.
163,TAMARACK BOG AND HARDWOOD,701993.0,1993.0,1976.0,18,8.0,,,,8.5,14.0,18.0,85/40 ha,No data provided.
286,UPLAND MIXED PINE-SPRUCE-HARDWOOD PLANTATION,711993.0,1993.0,1974.0,20,18.4,9,," (2 sunrise, 1 sunset); 24 April; 2, 16, 30 May; 6, 13, 21, 28 june; 6July.",16.6,34.0,76.5,184/40 ha,"Mean start temp., 153°C (range 8-30°C). See BBC #50 for summary."
165,MATURE HEMLOCK-HARDWOOD FOREST,721993.0,1993.0,1990.0,3,22.5,8,," (7 sunrise, 1 sunset); 7, 9, 16, 18, 23, 27 june; 1, 5 July.",10.0,30.0,120.5,482/40 ha,"Mean start temp, 185°C (range 12-29°C). Mean average temp. for May was normal, precipitation was 6.2 cm below normal. Mean average temp. forjune was normal, precipitation was 1.35 cm below normal. Source: National Weather Service, Chillicothe."
219,INTERGRADING DUNE-SWALE SAVANNAH,731993.0,1993.0,1965.0,6,44.4,13,," (10 sunrise); 27, 28 May; 1, 3, 7, 8, 11, 13, 15, 19, 22, 27 june; 2 July.",11.0,12.0,48.5,176/40 ha,"Mean start temp, 130°C (range 5-19°C). Generally fairly warm, some cloud cover and haze, light variable winds."
221,HARDWOOD FOREST WITH SCATTERED PINE,741993.0,1993.0,1991.0,3,11.0,8,," (8 sunrise); 20, 23, 25, 29 May; 5. 10, 17, 19 june.",19.2,29.0,86.0,179/40 ha,"Mean start temp, 12.1°C (range 2-20°C)."
26,MIXED OAK-PINE FOREST I,751993.0,1993.0,1977.0,14,30.0,10,," (9 sunrise); 13 April; 6, 14, 24 May; 2, 7, 15, 22 June; 1, 8July.",6.0,27.0,57.0,380/40 ha,"Mean start temp., 102°C (range 6-22°C). Late spring and summer were dry. Many plants were stressed by drought in July. Precipitation was 62% below average in May and 54% below average in June. Source: NOAA station in Avoca."
261,MIXED OAK-PINE FOREST II,761993.0,1993.0,1977.0,14,32.8,10,," (10 sunrise); 14 April; 7, 17, 27 May; 3, 10, 16, 23 June; 13, 28 July.",111.0,37.0,111.0,400/ 40 ha,"Mean start temp., 11.6°C (range 7-20°C). Late spring and summer were dry. Most plants were suffering from drought stress in late June and July. Precipitation was 62% below average in May and 54% below average in June. Source: NOAA station in Avoca."
287,OLD-GROWTH BEECH-HEMLOCK FOREST I,771993.0,1993.0,1993.0,1,18.4,8,," (4 sunrise, 1 sunset); 26, 30 May; 2, 6, 8, 9, 11, 13, 18 June. One Visit was split between two days.",12.0,25.0,135.0,450/40 ha,"Mean start temp., 116°C (range 3-18°C). Temperature and precipitation departures, respectively, from the 30-yr means for: May, daily high -0.4°C, daily low -0.9°C, -6.3 cm; june, daily high -1.3°C, daily low -0.8°C, -3.9 cm. Source: DuBois-Jefferson Co. Regional Airport."
288,OLD-GROWTH BEECH-HEMLOCK FOREST II,781993.0,1993.0,1993.0,1,18.7,8,," (5 sunrise, 1 sunset); 30 May; 2, 3, 6, 8, 9, 13, 18 june.",12.0,31.0,134.0,447/40 ha,"Mean start temp., 116°C (range 3-20°C). Temperature and precipitation departures, respectively, from the 30-yr means for: May, daily high -0.4°C, daily low -0.9°C, -6.3 cm; June, daily high -1.3°C, daily low -0.8°C, -3.9 cm. Source: DuBois-Jefferson C0. Regional Airport."
289,OLD-GROWTH HEMLOCK-MIXED HARDWOOD FOREST I,791993.0,1993.0,1993.0,1,22.9,10,," (4 sunrise, 2 sunset); 17, 19, 20, 21, 25, 26 May; 2, 10, 15, l9june.",15.0,23.0,112.5,300/40 ha,"Mean start temp., 118°C (range 2-20°C). Temperature and precipitation departures, respectively, from the 30-yr means for: May, daily high -0.4°C, daily low -0.9°C, -6.3 cm;]une, daily high -1.3°C, daily low -0.8°C, -3.9 cm. Source: DuBois-Jefferson C0. Regional Airport."
290,OLD-GROWTH HEMLOCK-NIIXED HARDWOOD FOREST II,801993.0,1993.0,1993.0,1,22.7,10,," (7 sunrise, 2 sunset); 18, 19, 20, 21, 25, 26 May; 4, 8, 17June; 5Ju1y. Maximum number of observers/visit, 3.",15.0,32.0,134.0,357/40 ha,"Mean start temp., 133°C (range 6-21°C). Temperature and precipitation departures, respectively, from the 30-yr means for: May, daily high -0.4°C, daily low -O.9°C, -6.3 cm;June, daily high -1.3°C, daily low -0.8°C, -3.9 cm. Source: DuBois-Jefferson Co. Regional Airport."
291,REMNANT OLD-GROWTH HEMLOCK-MIXED HARDWOOD,811993.0,1993.0,1993.0,1,22.2,10,," (4 sunrise, 2 sunset); 17, 19, 20, 23, 25, 27 May; 7, 10, 17 june; 5july. Maximum number of observers/ visit, 3.",15.0,29.0,111.0,296/ 40 ha,"Mean start temp., 133°C (range 2-22°C). Temperature and precipitation departures, respectively, from the 30-yr means for: May, daily high -0.4°C, daily low -0.9°C, -6.3 cm; june, daily high -1.3°C, daily low -0.8°C, -3.9 cm. Source: DuBois-jefferson Co. Regional Airport."
222,MATURE UPLAND OAK-BEECH-WHITE PINE FOREST,821993.0,1993.0,1991.0,3,30.7,12,," (11 sunrise, 1 sunset); 6, 13, 27 May; 2, 15, 16, 17, 20, 21, 23, 29 june.",10.2,28.0,99.0,388/40 ha,"Mean start temp, 135°C (range 6-18°C). Light precipitation during two Visits and fog during one visit. May mean temperature (149°C) was slightly above normal (13.4°C)._]une mean temperature (189°C) was near normal (183°C). May precipitation (2.9 cm) was much below normal (11.0 cm), as was the June precipitation (3.8 cm; normal 9.5 cm). Source: University of Rhode Island weather station, Kingston, RI."
292,SCRUB OAK FOREST WITH SCATTERED LONGLEAF PINE,831993.0,1993.0,1993.0,1,22.2,11,," (9 sunrise, 2 sunset); 10, 11, 12, 17, 18, 25 May; 3, 10, 14, 15, lfijune.",12.2,18.0,33.0,108/4O ha,"Mean start temp, 18.5°C (range 11-30°C). Average daily temperatures were 21.1°C in May (normal is 225°C) and 256°C in June (normal is 257°C). For January through june, total precipitation was 1.32 cm above average; however, May and june totals were 9.22 cm below normal. Measurable precipitation was recorded on six days in May and seven in June. Source: SRTC Environmental Technology Section."
293,MATURE DECIDUOUS-CONIFEROUS FOREST WITH STREAM,841993.0,1993.0,1991.0,3,18.1,12,," (12 sunrise); 11, 23, 27, 30 May; 1, 3, 4, 6, 8, 10'Iune; 2, 18July.",10.2,42.0,53.5,210/ 40 ha,"Mean start temp., 153°C (range 8-23°C). Late May and all ofjune were hotter than normal. Rainfall in late May was normal, but in June it was about one-half the monthly average."
225,SLOPED MIXED DECIDUOUS-CONIFEROUS FOREST,851993.0,1993.0,1991.0,2,21.3,9,," (9 sunrise); 2, 11, 21, 27 May; 5, 26 June; 4, 11, 25 July.",12.3,31.0,57.5,187/40 ha,"Mean start temp., 120°C (range 3-18°C). Temperature and precipitation departures, respectively, from the 30-yr means for: May, 0°C, 75.54 cm;_]une, ~1.5°C, +3.29 cm;]uly, +0.2°C, -4.32 cm. Source: Fairbanks Museum reporting station, Cavendish, VT."
80,SUBURBAN CEMETERY,861993.0,1993.0,1978.0,14,56.0,,,,15.0,22.0,76.0,203/40 ha,"Mean start temp., 17.7°C (range 9-25°C). On 12-13 March, Birmingham received 43 cm of snow. Temperatures dropped to -18°C with 80 kph winds during the storm. The snow melted by 16 March, but most fiowering and fruiting were one to four weeks behind normal for the rest of the year. june and july were hot and dry. As of 1 September, Birmingham had a rainfall deficiency of 36 cm."
294,MATURE UPPER MIXED-CONIFEROUS FOREST-MONTANE,871993.0,1993.0,1985.0,9,120.4,24,," (24 sunrise); 24, 26, 27, 28 May; 2, 3, 7, 8, 10, 11, 15, 16, 21, 22, 24, 25 june.",42.3,42.0,249.5,236/ 40 ha,"Mean Start temp., 7.1°C (range 0-13°C). The study period was delayed by one week due to heavy snow conditions. After the snow melted, no census days were lost to rain or snow."
77,MIXED HABITAT,881993.0,1993.0,1986.0,7,32.9,12,," (9 sunrise, 3 sunset); 2, 7, 10, 12, 14, 16, 18, 19, 21, 23, 25, 28 June.",15.0,49.0,221.5,591/40 ha,"Mean start temp., 147°C (range 3-29°C)."
121,BULRUSH AND CATTAIL MARSH IN CONIFER FOREST,891993.0,1993.0,1975.0,19,30.0,7,," (5 sunrise, 2 sunset); 26, 30 May; 6, 7, 13, 26 june; 12 july. Maximum number of observers/Visit, 3.",40.5,69.0,330.5,326/40 ha,"Mean start temp, 169°C (range 11-22°C). Exceptionally rainy, cold spring and summer with few very warm days."
47,DECIDUOUS FOREST WITH POND AND BROOK,901993.0,1993.0,1964.0,30,9.0,9,," (9 sunrise); 18, 20, 25, 27 May; 1, 3, 8, 10, 15june. Maximum number of observers/visit, 6.",16.2,22.0,38.0,94/40 ha,"Mean start temp., 129°C (range 8-18°C)."
170,SUBURBAN BIRD SANCTUARY,911993.0,1993.0,1983.0,11,12.5,8,," (7 sunrise, 1 sunset); 21 May; 4, 11, 16, 25, 30 June; 8, 14 july. Maximum number of observers/visit, 3.",10.8,29.0,70.0,259/40 ha,"Mean start temp., 218°C (range 10-29°C)."
295,URBAN COASTAL PARK,921993.0,1993.0,1993.0,1,12.8,8,," (1 sunrise, 1 sunset); 19, 20 June; 1, 2, 13, 15, 21, 26July. Maximum number of observers/Visit, 3.",10.0,30.0,105.0,420/40 ha,"Mean start temp., 25°C (range 18-30°C). Both June and July were hotter and drier than usual. The average temperature in Central Park for June was 229°C (09°C above normal); for July it was 268°C (19°C above normal). Precipitation for June was 3.8 cm (5.5 cm below normal); forjuly it was 4.3 cm (6.7 cm below normal). Source: National Oceanic and Atmospheric Administration."
296,URBAN COASTAL WILDLIFE REFUGE,931993.0,1993.0,1993.0,1,12.8,7,," (1 sunrise, 1 sunset); 12, 19, 20, 21June; l, 2, 13 July. Maximum number of observers/visit, 3.",11.0,42.0,111.0,404/40 ha,"Mean start temp., 25.1°C (range 18-34°C). Both June andJuly were hotter and drier than usual. The average temperature in Central Park for June was 229°C (09°C above normal); forJuly it was 268°C (19°C above normal). Precipitation forJune was 3.8 cm (5.5 cm below normal); for July it was 4.3 cm (6.7 cm below normal). Source: National Oceanic and Atmospheric Administration."
229,DISTURBED OAK-HICKORY,941993.0,1993.0,1937.0,49,47.5,8,," (1 sunrise); 8, 20, 26, 31 May; 5, l5, 16June; 4 September.",14.2,27.0,510.0,144/ 40 ha,"Mean start temp., 184°C (range 10-28°C). The first half of February was mild; the second half was much cooler and stormy, extending into March. April was normal and the first half of May was mild. The weather during the breeding season (late May through July) was lacking in significant effects upon breeding bird densities. However. it was very hot and dry from 19 July through August."
171,FIELD,951993.0,1993.0,1989.0,5,15.6,8,," (4 sunset); 24 April; 1, 15, 30 May; 6, 14, 26 June; ljuly.",6.6,20.0,132.5,803/40 ha,"Mean start temp., 178°C (range 13-22°C). Mean temperature for April through July was very close to the 31-yr average of 145°C. Precipitation was 21% (1.6 cm) above the 7.6 cm mean for the study period. Source: Environment Canada."
230,SEDGE-TAMARACK DUNE POND,961993.0,1993.0,1978.0,3,63.4,13,," (11 sunrise); 27 May; 1, 3, 4, 6, 8, 11, 13, 16, 17, 26, 27June; ljuly.",10.0,12.0,75.5,302/40 ha,"Mean start temp., 128°C (range 5-18°C). Mostly clear, some clouds, breezy, variable winds."
265,SHRUBBY TREES,971993.0,1993.0,1990.0,4,12.3,8,," (4 sunset); 29 April; 1, 16, 29 May; 12, 24 June; 16, 17July.",7.3,18.0,55.0,301/40 ha,"Mean start temp, 169°C (range 13-24°C). Mean temperature for April through July was very close to the 31-yr average of 145°C. Precipitation was 21% (1.6 cm) above average for the study period, but for May it was 29% (2.1 cm) below average and for June it was 95% (7.4 cm) above average. Source: Environment Canada."
173,SCATTERED MIXED CONIFEROUS FOREST IN SUBALPINE,981993.0,1993.0,1973.0,21,13.6,9,," (9 sunrise); 28, 30 june; 1, 5, 6, 8, 10, ll, 13July.",32.4,9.0,32.0,40/40 ha,"Mean start temp, 23°C (range 0-4°C). Temperatures were below normal compared to previous censuses. The weather was quite wet; total precipitation was above the average of 7.98 cm for the census period."
88,RIPARIAN WOODLAND,21994.0,1994.0,1989.0,6,19.3,10,," (7 sunrise, 2 sunset); 22, 29 Apr; 1, 7, 20, 29 May; 4, 10, 25 Jun; 2]ul.",11.7,33.0,162.5,556/40 ha,"Mean start temp, 139°C (range 10-19°C). Temperatures were a little above average while precipitation was near normal."
267,WESTERN SYCAMORE WOODLAND WITH SCATTERED OAKS,31994.0,1994.0,1990.0,5,54.0,12,," (12 sunrise); 23, 30, 31 Mar; 4, 9, 14, 26 Apr; 3, 9, 18, 19, 30 May. Maximum number of observers/visit, 3.",15.9,42.0,112.5,283/40 ha,"Mean start temp., 8.7°C (range 4-12°C). The Livermore area received 97% of its normal rainfall. May rainfall was eight times normal for the month."
233,WILLOW RIPARIAN WOODLAND AND EDGE,41994.0,1994.0,1992.0,3,41.9,16,," (16 sunrise); 5, 13, 20, 31 Mar; 7, 8, 16, 25 Apr; 4, 8, 10, 14 May. Maximum number of observers/visit, 5.",8.1,19.0,52.5,259/40 ha,"Mean start temp., 10.3°C (range 4-14°C). Rainfall was 800% of normal for the month of May with a total for the season of 38.7 cm (88% of normal)."
90,MIXED HARDWOOD POLETIMBER,51994.0,1994.0,1965.0,28,11.5,6,," (1 sunrise, 1 sunset); 15, 17, 30 May; 7, 28 Jun; 11Jul.",8.5,39.0,88.5,416/40 ha,"Mean start temp., 21.7°C (range 1227°C). The average minimum and maximum temperatures recorded at our weather station in May (6°C, 21°C) were a little below our lO-yr averages, but in June (13°C, 27°C) they were above average. Precipitation in May (9.9 cm) was closer to our lO-yr average than last year's low, and in June (15.1 cm) it was above average."
